year,week,week_ending_date,region,state,city,pneumonia_and_influenza_deaths,all_deaths,_1_year,_1_24_years,_25_44_years,_54_64_years,_65_years,month,day
1975,37,09/13/1975,1,MA,Boston,10,186,10,8,22,54,92,9,13
1975,38,09/20/1975,1,MA,Boston,12,203,13,8,19,48,115,9,20
1975,39,09/27/1975,1,MA,Boston,9,189,8,5,21,50,105,9,27
1975,40,10/04/1975,1,MA,Boston,8,181,8,10,16,46,101,10,4
1975,41,10/11/1975,1,MA,Boston,11,194,7,8,19,61,99,10,11
1975,42,10/18/1975,1,MA,Boston,11,213,8,8,7,62,128,10,18
1975,43,10/25/1975,1,MA,Boston,12,182,6,8,9,49,110,10,25
1975,44,11/01/1975,1,MA,Boston,5,192,0,5,10,61,116,11,1
1975,45,11/08/1975,1,MA,Boston,7,203,14,10,13,55,111,11,8
1975,46,11/15/1975,1,MA,Boston,7,187,12,8,11,48,108,11,15
1975,47,11/22/1975,1,MA,Boston,10,182,8,10,6,57,101,11,22
1975,48,11/29/1975,1,MA,Boston,5,150,5,6,6,42,91,11,29
1975,49,12/06/1975,1,MA,Boston,18,230,6,7,22,51,144,12,6
1975,50,12/13/1975,1,MA,Boston,6,186,6,11,12,54,103,12,13
1975,51,12/20/1975,1,MA,Boston,8,203,6,7,9,62,119,12,20
1975,52,12/27/1975,1,MA,Boston,8,158,7,6,7,45,93,12,27
1975,53,01/03/1976,1,MA,Boston,10,197,5,5,12,58,117,1,3
1976,1,01/10/1976,1,MA,Boston,6,230,10,8,11,66,135,1,10
1976,2,01/17/1976,1,MA,Boston,13,154,10,6,5,49,84,1,17
1976,3,01/24/1976,1,MA,Boston,16,265,7,12,15,78,153,1,24
1976,4,01/31/1976,1,MA,Boston,29,291,10,11,17,73,180,1,31
1976,5,02/07/1976,1,MA,Boston,35,288,12,10,17,68,181,2,7
1976,6,02/14/1976,1,MA,Boston,55,285,10,12,16,67,180,2,14
1976,7,02/21/1976,1,MA,Boston,49,260,12,6,18,61,163,2,21
1976,8,02/28/1976,1,MA,Boston,46,263,9,6,11,62,175,2,28
1976,9,03/06/1976,1,MA,Boston,18,202,5,7,17,47,126,3,6
1976,10,03/13/1976,1,MA,Boston,15,218,10,10,10,52,136,3,13
1976,11,03/20/1976,1,MA,Boston,18,201,5,12,13,59,112,3,20
1976,12,03/27/1976,1,MA,Boston,14,196,9,6,14,57,110,3,27
1976,13,04/03/1976,1,MA,Boston,16,170,7,14,12,39,98,4,3
1976,14,04/10/1976,1,MA,Boston,12,193,5,9,7,49,123,4,10
1976,15,04/17/1976,1,MA,Boston,13,224,15,10,18,65,116,4,17
1976,16,04/24/1976,1,MA,Boston,11,194,8,5,7,55,119,4,24
1976,17,05/01/1976,1,MA,Boston,11,184,11,8,9,53,103,5,1
1976,18,05/08/1976,1,MA,Boston,8,169,5,7,13,50,94,5,8
1976,19,05/15/1976,1,MA,Boston,11,193,4,8,17,66,98,5,15
1976,20,05/22/1976,1,MA,Boston,7,165,5,4,18,47,91,5,22
1976,21,05/29/1976,1,MA,Boston,3,174,11,5,9,57,92,5,29
1976,22,06/05/1976,1,MA,Boston,14,172,5,9,6,44,108,6,5
1976,23,06/12/1976,1,MA,Boston,6,165,7,7,15,46,90,6,12
1976,24,06/19/1976,1,MA,Boston,4,194,6,14,12,51,111,6,19
1976,25,06/26/1976,1,MA,Boston,7,207,7,6,11,62,121,6,26
1976,26,07/03/1976,1,MA,Boston,14,184,3,6,13,56,106,7,3
1976,27,07/10/1976,1,MA,Boston,8,185,6,12,13,46,108,7,10
1976,28,07/17/1976,1,MA,Boston,17,200,13,8,13,56,110,7,17
1976,29,07/24/1976,1,MA,Boston,6,179,10,8,12,42,107,7,24
1976,30,07/31/1976,1,MA,Boston,9,166,6,8,10,56,86,7,31
1976,31,08/07/1976,1,MA,Boston,7,194,9,10,10,57,108,8,7
1976,32,08/14/1976,1,MA,Boston,12,160,5,0,13,59,83,8,14
1976,33,08/21/1976,1,MA,Boston,9,168,8,2,4,50,104,8,21
1976,34,08/28/1976,1,MA,Boston,9,193,12,8,15,51,107,8,28
1976,35,09/04/1976,1,MA,Boston,13,173,3,10,15,48,97,9,4
1976,36,09/11/1976,1,MA,Boston,7,160,5,9,11,49,86,9,11
1976,37,09/18/1976,1,MA,Boston,7,176,6,2,14,44,110,9,18
1976,38,09/25/1976,1,MA,Boston,9,196,15,10,16,45,110,9,25
1976,39,10/02/1976,1,MA,Boston,7,156,2,9,11,38,96,10,2
1976,40,10/09/1976,1,MA,Boston,13,172,6,4,7,55,100,10,9
1976,41,10/16/1976,1,MA,Boston,9,194,11,8,11,54,110,10,16
1976,42,10/23/1976,1,MA,Boston,9,188,3,6,9,46,124,10,23
1976,43,10/30/1976,1,MA,Boston,11,199,8,4,12,64,111,10,30
1976,44,11/06/1976,1,MA,Boston,7,170,6,8,9,48,99,11,6
1976,45,11/13/1976,1,MA,Boston,10,175,8,10,11,45,101,11,13
1976,46,11/20/1976,1,MA,Boston,12,216,6,7,13,72,118,11,20
1976,47,11/27/1976,1,MA,Boston,5,153,9,3,8,54,79,11,27
1976,48,12/04/1976,1,MA,Boston,11,210,3,7,14,57,129,12,4
1976,49,12/11/1976,1,MA,Boston,9,187,8,6,11,55,107,12,11
1976,50,12/18/1976,1,MA,Boston,14,231,9,8,19,67,128,12,18
1976,51,12/25/1976,1,MA,Boston,14,223,6,6,7,71,133,12,25
1976,52,01/01/1977,1,MA,Boston,13,198,7,8,3,59,121,1,1
1977,1,01/08/1977,1,MA,Boston,16,197,5,3,12,63,114,1,8
1977,2,01/15/1977,1,MA,Boston,11,174,7,4,11,40,112,1,15
1977,3,01/22/1977,1,MA,Boston,7,217,8,11,7,57,134,1,22
1977,4,01/29/1977,1,MA,Boston,13,209,11,5,22,54,117,1,29
1977,5,02/05/1977,1,MA,Boston,10,185,5,8,8,47,117,2,5
1977,6,02/12/1977,1,MA,Boston,14,191,9,9,9,61,103,2,12
1977,7,02/19/1977,1,MA,Boston,10,196,5,8,7,59,117,2,19
1977,8,02/26/1977,1,MA,Boston,11,190,8,2,19,50,111,2,26
1977,9,03/05/1977,1,MA,Boston,11,193,14,7,17,56,99,3,5
1977,10,03/12/1977,1,MA,Boston,8,197,13,11,7,55,111,3,12
1977,11,03/19/1977,1,MA,Boston,7,161,8,7,10,42,94,3,19
1977,12,03/26/1977,1,MA,Boston,9,239,12,5,20,63,139,3,26
1977,13,04/02/1977,1,MA,Boston,10,190,4,7,15,51,113,4,2
1977,14,04/09/1977,1,MA,Boston,13,198,11,2,10,59,116,4,9
1977,15,04/16/1977,1,MA,Boston,9,168,7,5,8,38,110,4,16
1977,16,04/23/1977,1,MA,Boston,11,175,5,12,15,47,96,4,23
1977,17,04/30/1977,1,MA,Boston,14,214,9,8,13,51,133,4,30
1977,18,05/07/1977,1,MA,Boston,3,182,4,9,17,55,97,5,7
1977,19,05/14/1977,1,MA,Boston,5,201,8,3,13,56,121,5,14
1977,20,05/21/1977,1,MA,Boston,5,190,8,8,11,48,115,5,21
1977,21,05/28/1977,1,MA,Boston,9,203,14,5,17,49,118,5,28
1977,22,06/04/1977,1,MA,Boston,8,178,12,16,11,43,96,6,4
1977,23,06/11/1977,1,MA,Boston,7,157,7,8,7,49,86,6,11
1977,24,06/18/1977,1,MA,Boston,12,170,5,5,11,42,107,6,18
1977,25,06/25/1977,1,MA,Boston,15,198,5,6,12,70,105,6,25
1977,26,07/02/1977,1,MA,Boston,2,212,6,11,13,67,115,7,2
1977,27,07/09/1977,1,MA,Boston,8,196,9,12,10,57,108,7,9
1977,28,07/16/1977,1,MA,Boston,9,145,7,6,13,46,73,7,16
1977,29,07/23/1977,1,MA,Boston,8,182,2,3,12,50,115,7,23
1977,30,07/30/1977,1,MA,Boston,6,197,10,8,8,26,145,7,30
1977,31,08/06/1977,1,MA,Boston,17,197,10,12,14,53,108,8,6
1977,32,08/13/1977,1,MA,Boston,10,152,5,8,12,38,89,8,13
1977,33,08/20/1977,1,MA,Boston,10,189,8,11,14,50,106,8,20
1977,34,08/27/1977,1,MA,Boston,3,160,12,7,8,38,95,8,27
1977,35,09/03/1977,1,MA,Boston,7,188,6,9,13,48,112,9,3
1977,36,09/10/1977,1,MA,Boston,11,214,3,15,12,45,139,9,10
1977,37,09/17/1977,1,MA,Boston,12,195,9,3,16,54,113,9,17
1977,38,09/24/1977,1,MA,Boston,9,186,7,7,9,50,113,9,24
1977,39,10/01/1977,1,MA,Boston,8,199,11,9,16,47,116,10,1
1977,40,10/08/1977,1,MA,Boston,4,182,3,2,21,49,107,10,8
1977,41,10/15/1977,1,MA,Boston,10,177,11,4,9,59,94,10,15
1977,42,10/22/1977,1,MA,Boston,3,172,9,5,16,44,98,10,22
1977,43,10/29/1977,1,MA,Boston,14,165,9,3,7,39,107,10,29
1977,44,11/05/1977,1,MA,Boston,12,189,12,9,13,38,117,11,5
1977,45,11/12/1977,1,MA,Boston,7,143,2,3,9,36,93,11,12
1977,46,11/19/1977,1,MA,Boston,9,253,11,10,18,63,151,11,19
1977,47,11/26/1977,1,MA,Boston,7,180,6,10,11,42,111,11,26
1977,48,12/03/1977,1,MA,Boston,10,173,15,5,6,42,105,12,3
1977,49,12/10/1977,1,MA,Boston,10,188,7,6,15,55,105,12,10
1977,50,12/17/1977,1,MA,Boston,7,206,6,12,13,45,130,12,17
1977,51,12/24/1977,1,MA,Boston,5,200,11,6,17,55,111,12,24
1977,52,12/31/1977,1,MA,Boston,13,228,8,7,17,60,136,12,31
1978,1,01/07/1978,1,MA,Boston,12,226,4,10,11,68,133,1,7
1978,2,01/14/1978,1,MA,Boston,20,240,10,13,15,55,147,1,14
1978,3,01/21/1978,1,MA,Boston,12,194,8,4,13,53,116,1,21
1978,4,01/28/1978,1,MA,Boston,13,197,5,6,8,68,110,1,28
1978,5,02/04/1978,1,MA,Boston,15,209,8,5,12,51,133,2,4
1978,6,02/11/1978,1,MA,Boston,8,86,1,4,6,20,55,2,11
1978,7,02/18/1978,1,MA,Boston,21,273,7,8,11,87,160,2,18
1978,8,02/25/1978,1,MA,Boston,12,213,9,4,8,71,121,2,25
1978,9,03/04/1978,1,MA,Boston,19,210,9,7,9,61,124,3,4
1978,10,03/11/1978,1,MA,Boston,16,190,10,4,10,40,126,3,11
1978,11,03/18/1978,1,MA,Boston,12,170,12,7,10,39,102,3,18
1978,12,03/25/1978,1,MA,Boston,18,222,4,10,17,52,139,3,25
1978,13,04/01/1978,1,MA,Boston,10,163,9,5,11,37,101,4,1
1978,14,04/08/1978,1,MA,Boston,9,179,8,3,13,59,96,4,8
1978,15,04/15/1978,1,MA,Boston,10,185,8,9,14,58,96,4,15
1978,16,04/22/1978,1,MA,Boston,11,178,8,4,12,61,93,4,22
1978,17,04/29/1978,1,MA,Boston,14,204,6,9,17,46,126,4,29
1978,18,05/06/1978,1,MA,Boston,8,162,10,6,12,42,92,5,6
1978,19,05/13/1978,1,MA,Boston,11,187,6,4,21,48,108,5,13
1978,20,05/20/1978,1,MA,Boston,7,180,5,5,13,44,113,5,20
1978,21,05/27/1978,1,MA,Boston,11,175,14,7,11,33,110,5,27
1978,22,06/03/1978,1,MA,Boston,8,178,11,3,9,51,104,6,3
1978,23,06/10/1978,1,MA,Boston,5,196,10,7,7,63,109,6,10
1978,24,06/17/1978,1,MA,Boston,10,173,11,7,15,45,95,6,17
1978,25,06/24/1978,1,MA,Boston,11,213,13,7,12,57,124,6,24
1978,26,07/01/1978,1,MA,Boston,5,165,7,10,17,30,101,7,1
1978,27,07/08/1978,1,MA,Boston,11,151,5,8,16,40,82,7,8
1978,28,07/15/1978,1,MA,Boston,9,205,16,9,11,52,117,7,15
1978,29,07/22/1978,1,MA,Boston,9,175,9,8,14,47,97,7,22
1978,30,07/29/1978,1,MA,Boston,10,207,6,9,14,62,116,7,29
1978,31,08/05/1978,1,MA,Boston,11,155,7,8,9,41,90,8,5
1978,32,08/12/1978,1,MA,Boston,9,149,8,3,9,37,92,8,12
1978,33,08/19/1978,1,MA,Boston,8,177,7,6,10,54,100,8,19
1978,34,08/26/1978,1,MA,Boston,5,171,12,6,11,50,92,8,26
1978,35,09/02/1978,1,MA,Boston,9,165,6,8,9,45,97,9,2
1978,36,09/09/1978,1,MA,Boston,8,194,10,7,14,56,107,9,9
1978,37,09/16/1978,1,MA,Boston,7,199,10,9,15,52,113,9,16
1978,38,09/23/1978,1,MA,Boston,12,196,10,3,10,55,118,9,23
1978,39,09/30/1978,1,MA,Boston,11,203,12,5,9,58,119,9,30
1978,40,10/07/1978,1,MA,Boston,9,164,5,7,10,28,114,10,7
1978,41,10/14/1978,1,MA,Boston,6,188,8,10,4,59,107,10,14
1978,42,10/21/1978,1,MA,Boston,7,188,8,5,3,45,127,10,21
1978,43,10/28/1978,1,MA,Boston,10,211,3,9,13,51,135,10,28
1978,44,11/04/1978,1,MA,Boston,7,182,6,11,12,45,108,11,4
1978,45,11/11/1978,1,MA,Boston,6,149,5,5,5,46,88,11,11
1978,46,11/18/1978,1,MA,Boston,11,214,9,5,11,57,132,11,18
1978,47,11/25/1978,1,MA,Boston,8,157,5,11,7,37,97,11,25
1978,48,12/02/1978,1,MA,Boston,10,195,5,7,9,66,108,12,2
1978,49,12/09/1978,1,MA,Boston,10,176,10,10,14,39,103,12,9
1978,50,12/16/1978,1,MA,Boston,8,189,6,8,14,42,119,12,16
1978,51,12/23/1978,1,MA,Boston,8,175,8,8,8,46,105,12,23
1978,52,12/30/1978,1,MA,Boston,4,175,2,5,12,50,106,12,30
1979,1,01/06/1979,1,MA,Boston,8,172,3,5,7,45,112,1,6
1979,2,01/13/1979,1,MA,Boston,10,203,9,11,15,53,115,1,13
1979,3,01/20/1979,1,MA,Boston,14,176,8,6,8,49,105,1,20
1979,4,01/27/1979,1,MA,Boston,14,220,14,8,5,61,132,1,27
1979,5,02/03/1979,1,MA,Boston,13,188,9,5,4,46,124,2,3
1979,6,02/10/1979,1,MA,Boston,8,177,2,11,6,35,123,2,10
1979,7,02/17/1979,1,MA,Boston,13,203,5,13,14,53,118,2,17
1979,8,02/24/1979,1,MA,Boston,7,186,3,5,10,60,108,2,24
1979,9,03/03/1979,1,MA,Boston,15,212,13,16,9,54,120,3,3
1979,10,03/10/1979,1,MA,Boston,10,201,12,10,12,56,111,3,10
1979,11,03/17/1979,1,MA,Boston,23,179,10,5,15,44,105,3,17
1979,12,03/24/1979,1,MA,Boston,17,230,12,8,11,62,137,3,24
1979,13,03/31/1979,1,MA,Boston,13,195,9,2,10,51,123,3,31
1979,14,04/07/1979,1,MA,Boston,6,166,11,5,12,44,94,4,7
1979,15,04/14/1979,1,MA,Boston,14,186,3,9,14,53,107,4,14
1979,16,04/21/1979,1,MA,Boston,9,175,4,7,7,38,119,4,21
1979,17,04/28/1979,1,MA,Boston,16,183,14,7,10,48,104,4,28
1979,18,05/05/1979,1,MA,Boston,13,184,12,9,16,50,97,5,5
1979,19,05/12/1979,1,MA,Boston,12,180,7,7,14,45,107,5,12
1979,20,05/19/1979,1,MA,Boston,16,186,4,5,16,51,110,5,19
1979,21,05/26/1979,1,MA,Boston,13,173,4,6,12,45,106,5,26
1979,22,06/02/1979,1,MA,Boston,9,169,2,4,14,46,103,6,2
1979,23,06/09/1979,1,MA,Boston,12,175,8,8,16,40,103,6,9
1979,24,06/16/1979,1,MA,Boston,12,155,7,5,13,44,86,6,16
1979,25,06/23/1979,1,MA,Boston,15,173,4,5,6,51,107,6,23
1979,26,06/30/1979,1,MA,Boston,10,194,12,5,14,44,119,6,30
1979,27,07/07/1979,1,MA,Boston,9,184,12,10,16,44,102,7,7
1979,28,07/14/1979,1,MA,Boston,16,176,4,4,10,49,109,7,14
1979,29,07/21/1979,1,MA,Boston,5,182,6,9,14,43,110,7,21
1979,30,07/28/1979,1,MA,Boston,8,176,7,6,8,52,103,7,28
1979,31,08/04/1979,1,MA,Boston,8,168,10,3,15,52,88,8,4
1979,32,08/11/1979,1,MA,Boston,11,205,11,10,18,42,124,8,11
1979,33,08/18/1979,1,MA,Boston,10,181,9,8,10,51,103,8,18
1979,34,08/25/1979,1,MA,Boston,7,177,4,3,14,42,114,8,25
1979,35,09/01/1979,1,MA,Boston,8,173,7,8,14,45,99,9,1
1979,36,09/08/1979,1,MA,Boston,10,212,6,7,13,49,137,9,8
1979,37,09/15/1979,1,MA,Boston,12,161,5,9,13,46,88,9,15
1979,38,09/22/1979,1,MA,Boston,10,170,6,6,12,39,107,9,22
1979,39,09/29/1979,1,MA,Boston,10,183,9,11,17,45,101,9,29
1979,40,10/06/1979,1,MA,Boston,10,150,5,8,10,44,83,10,6
1979,41,10/13/1979,1,MA,Boston,14,183,5,4,15,53,106,10,13
1979,42,10/20/1979,1,MA,Boston,5,191,8,4,6,53,120,10,20
1979,43,10/27/1979,1,MA,Boston,11,190,12,9,14,52,103,10,27
1979,44,11/03/1979,1,MA,Boston,6,188,8,9,16,42,113,11,3
1979,45,11/10/1979,1,MA,Boston,18,183,1,11,11,57,103,11,10
1979,46,11/17/1979,1,MA,Boston,21,189,2,11,9,57,110,11,17
1979,47,11/24/1979,1,MA,Boston,13,182,9,7,15,42,109,11,24
1979,48,12/01/1979,1,MA,Boston,16,211,10,9,9,55,128,12,1
1979,49,12/08/1979,1,MA,Boston,14,174,10,6,11,46,101,12,8
1979,50,12/15/1979,1,MA,Boston,11,189,9,11,13,50,106,12,15
1979,51,12/22/1979,1,MA,Boston,16,212,8,8,15,60,121,12,22
1979,52,12/29/1979,1,MA,Boston,9,198,12,6,10,34,136,12,29
1980,1,01/05/1980,1,MA,Boston,15,184,8,10,9,37,120,1,5
1980,2,01/12/1980,1,MA,Boston,16,204,13,2,8,47,134,1,12
1980,3,01/19/1980,1,MA,Boston,8,214,8,6,12,58,130,1,19
1980,4,01/26/1980,1,MA,Boston,15,193,15,13,10,47,108,1,26
1980,5,02/02/1980,1,MA,Boston,16,193,7,9,11,56,110,2,2
1980,6,02/09/1980,1,MA,Boston,9,208,6,7,12,57,126,2,9
1980,7,02/16/1980,1,MA,Boston,23,219,7,6,19,60,127,2,16
1980,8,02/23/1980,1,MA,Boston,18,182,10,5,15,41,111,2,23
1980,9,03/01/1980,1,MA,Boston,24,217,8,10,17,54,128,3,1
1980,10,03/08/1980,1,MA,Boston,31,262,11,7,19,52,173,3,8
1980,11,03/15/1980,1,MA,Boston,26,236,3,9,14,51,159,3,15
1980,12,03/22/1980,1,MA,Boston,23,194,8,10,6,59,111,3,22
1980,13,03/29/1980,1,MA,Boston,12,194,9,8,23,44,110,3,29
1980,14,04/05/1980,1,MA,Boston,15,151,6,6,12,37,90,4,5
1980,15,04/12/1980,1,MA,Boston,14,189,7,8,15,47,112,4,12
1980,16,04/19/1980,1,MA,Boston,15,176,9,5,12,46,104,4,19
1980,17,04/26/1980,1,MA,Boston,20,176,3,8,13,52,100,4,26
1980,18,05/03/1980,1,MA,Boston,8,171,3,5,25,48,90,5,3
1980,19,05/10/1980,1,MA,Boston,10,197,9,6,10,55,117,5,10
1980,20,05/17/1980,1,MA,Boston,7,159,8,3,6,44,98,5,17
1980,21,05/24/1980,1,MA,Boston,16,185,4,6,12,61,102,5,24
1980,22,05/31/1980,1,MA,Boston,16,175,6,6,11,36,116,5,31
1980,23,06/07/1980,1,MA,Boston,10,211,8,8,14,48,133,6,7
1980,24,06/14/1980,1,MA,Boston,12,184,13,7,13,35,116,6,14
1980,25,06/21/1980,1,MA,Boston,10,181,12,7,7,45,110,6,21
1980,26,06/28/1980,1,MA,Boston,4,175,10,6,10,46,103,6,28
1980,27,07/05/1980,1,MA,Boston,9,183,13,5,7,55,103,7,5
1980,28,07/12/1980,1,MA,Boston,7,191,5,8,16,54,108,7,12
1980,29,07/19/1980,1,MA,Boston,9,173,10,7,9,49,98,7,19
1980,30,07/26/1980,1,MA,Boston,12,191,9,3,15,59,105,7,26
1980,31,08/02/1980,1,MA,Boston,17,189,8,7,11,43,120,8,2
1980,32,08/09/1980,1,MA,Boston,12,187,7,10,13,47,110,8,9
1980,33,08/16/1980,1,MA,Boston,12,201,9,9,16,48,119,8,16
1980,34,08/23/1980,1,MA,Boston,14,192,12,11,12,41,116,8,23
1980,35,08/30/1980,1,MA,Boston,12,181,8,5,12,49,107,8,30
1980,36,09/06/1980,1,MA,Boston,7,164,7,6,14,40,97,9,6
1980,37,09/13/1980,1,MA,Boston,10,168,11,8,11,44,94,9,13
1980,38,09/20/1980,1,MA,Boston,4,174,6,1,14,50,103,9,20
1980,39,09/27/1980,1,MA,Boston,19,173,8,10,13,41,101,9,27
1980,40,10/04/1980,1,MA,Boston,20,183,5,8,7,48,115,10,4
1980,41,10/11/1980,1,MA,Boston,15,193,5,8,10,55,115,10,11
1980,42,10/18/1980,1,MA,Boston,17,177,7,4,20,40,106,10,18
1980,43,10/25/1980,1,MA,Boston,18,200,8,7,8,54,123,10,25
1980,44,11/01/1980,1,MA,Boston,11,174,9,4,12,49,100,11,1
1980,45,11/08/1980,1,MA,Boston,13,176,5,9,12,43,107,11,8
1980,46,11/15/1980,1,MA,Boston,17,186,8,7,10,43,118,11,15
1980,47,11/22/1980,1,MA,Boston,16,207,7,5,17,59,119,11,22
1980,48,11/29/1980,1,MA,Boston,26,198,15,10,7,50,116,11,29
1980,49,12/06/1980,1,MA,Boston,33,255,7,6,12,63,167,12,6
1980,50,12/13/1980,1,MA,Boston,25,221,8,4,19,49,141,12,13
1980,51,12/20/1980,1,MA,Boston,29,232,3,8,14,56,151,12,20
1980,52,12/27/1980,1,MA,Boston,22,226,6,8,8,56,148,12,27
1980,53,01/03/1981,1,MA,Boston,42,233,8,17,12,39,157,1,3
1981,1,01/10/1981,1,MA,Boston,35,257,11,7,17,73,149,1,10
1981,2,01/17/1981,1,MA,Boston,29,171,4,8,8,33,118,1,17
1981,3,01/24/1981,1,MA,Boston,44,268,11,14,19,61,163,1,24
1981,4,01/31/1981,1,MA,Boston,37,238,11,5,20,59,143,1,31
1981,5,02/07/1981,1,MA,Boston,31,205,6,2,11,62,124,2,7
1981,6,02/14/1981,1,MA,Boston,29,209,4,9,18,49,129,2,14
1981,7,02/21/1981,1,MA,Boston,21,181,7,7,13,47,107,2,21
1981,8,02/28/1981,1,MA,Boston,22,185,8,11,6,38,122,2,28
1981,9,03/07/1981,1,MA,Boston,19,159,6,4,8,46,95,3,7
1981,10,03/14/1981,1,MA,Boston,29,175,7,5,16,37,110,3,14
1981,11,03/21/1981,1,MA,Boston,32,203,5,10,18,56,114,3,21
1981,12,03/28/1981,1,MA,Boston,27,185,9,6,10,48,112,3,28
1981,13,04/04/1981,1,MA,Boston,27,178,12,5,12,41,108,4,4
1981,14,04/11/1981,1,MA,Boston,20,160,5,6,8,51,90,4,11
1981,15,04/18/1981,1,MA,Boston,27,179,7,12,12,40,108,4,18
1981,16,04/25/1981,1,MA,Boston,20,171,6,7,7,46,105,4,25
1981,17,05/02/1981,1,MA,Boston,16,178,10,7,19,47,95,5,2
1981,18,05/09/1981,1,MA,Boston,17,176,11,4,14,50,97,5,9
1981,19,05/16/1981,1,MA,Boston,20,174,3,5,12,43,111,5,16
1981,20,05/23/1981,1,MA,Boston,30,175,4,6,18,44,103,5,23
1981,21,05/30/1981,1,MA,Boston,19,151,7,4,8,43,89,5,30
1981,22,06/06/1981,1,MA,Boston,31,197,7,3,8,55,124,6,6
1981,23,06/13/1981,1,MA,Boston,18,193,2,6,16,53,116,6,13
1981,24,06/20/1981,1,MA,Boston,19,142,8,4,6,41,83,6,20
1981,25,06/27/1981,1,MA,Boston,12,177,8,7,17,51,94,6,27
1981,26,07/04/1981,1,MA,Boston,0,168,9,8,17,38,96,7,4
1981,27,07/11/1981,1,MA,Boston,25,208,6,7,10,53,132,7,11
1981,28,07/18/1981,1,MA,Boston,0,204,9,6,5,48,136,7,18
1981,29,07/25/1981,1,MA,Boston,20,171,6,7,10,43,105,7,25
1981,30,08/01/1981,1,MA,Boston,5,166,5,6,14,42,99,8,1
1981,31,08/08/1981,1,MA,Boston,13,184,7,4,19,43,111,8,8
1981,32,08/15/1981,1,MA,Boston,25,195,9,14,19,51,102,8,15
1981,33,08/22/1981,1,MA,Boston,26,175,7,5,13,53,97,8,22
1981,34,08/29/1981,1,MA,Boston,20,180,10,6,6,47,111,8,29
1981,35,09/05/1981,1,MA,Boston,13,167,7,3,8,47,102,9,5
1981,36,09/12/1981,1,MA,Boston,22,181,5,5,16,48,107,9,12
1981,37,09/19/1981,1,MA,Boston,18,177,8,9,9,59,92,9,19
1981,38,09/26/1981,1,MA,Boston,22,198,2,8,12,59,117,9,26
1981,39,10/03/1981,1,MA,Boston,21,185,7,3,15,50,110,10,3
1981,40,10/10/1981,1,MA,Boston,19,191,9,2,18,44,118,10,10
1981,41,10/17/1981,1,MA,Boston,16,180,8,6,15,37,114,10,17
1981,42,10/24/1981,1,MA,Boston,13,164,10,4,14,33,103,10,24
1981,43,10/31/1981,1,MA,Boston,14,186,12,6,16,44,108,10,31
1981,44,11/07/1981,1,MA,Boston,17,173,8,7,10,41,107,11,7
1981,45,11/14/1981,1,MA,Boston,20,167,6,8,12,50,91,11,14
1981,46,11/21/1981,1,MA,Boston,21,176,3,8,14,55,96,11,21
1981,47,11/28/1981,1,MA,Boston,16,152,5,2,14,31,100,11,28
1981,48,12/05/1981,1,MA,Boston,29,221,7,5,9,54,146,12,5
1981,49,12/12/1981,1,MA,Boston,24,210,6,7,10,57,130,12,12
1981,50,12/19/1981,1,MA,Boston,20,199,7,7,13,51,121,12,19
1981,51,12/26/1981,1,MA,Boston,7,149,7,4,11,37,90,12,26
1981,52,01/02/1982,1,MA,Boston,27,192,3,6,17,46,120,1,2
1982,1,01/09/1982,1,MA,Boston,11,212,8,6,14,39,145,1,9
1982,2,01/16/1982,1,MA,Boston,13,171,11,5,8,48,99,1,16
1982,3,01/23/1982,1,MA,Boston,29,206,9,1,14,49,133,1,23
1982,4,01/30/1982,1,MA,Boston,24,177,6,10,15,47,99,1,30
1982,5,02/06/1982,1,MA,Boston,32,194,9,6,9,42,128,2,6
1982,6,02/13/1982,1,MA,Boston,18,184,12,4,13,49,106,2,13
1982,7,02/20/1982,1,MA,Boston,27,209,10,9,14,39,137,2,20
1982,8,02/27/1982,1,MA,Boston,18,173,9,1,13,35,115,2,27
1982,9,03/06/1982,1,MA,Boston,22,203,15,6,18,51,113,3,6
1982,10,03/13/1982,1,MA,Boston,15,175,7,6,13,34,115,3,13
1982,11,03/20/1982,1,MA,Boston,23,192,10,6,13,44,119,3,20
1982,12,03/27/1982,1,MA,Boston,31,185,8,8,15,37,117,3,27
1982,13,04/03/1982,1,MA,Boston,26,217,9,6,13,51,138,4,3
1982,14,04/10/1982,1,MA,Boston,19,188,6,5,10,48,119,4,10
1982,15,04/17/1982,1,MA,Boston,21,195,7,3,15,54,116,4,17
1982,16,04/24/1982,1,MA,Boston,23,183,9,7,10,33,124,4,24
1982,17,05/01/1982,1,MA,Boston,17,156,6,5,7,41,97,5,1
1982,18,05/08/1982,1,MA,Boston,24,193,7,4,12,53,117,5,8
1982,19,05/15/1982,1,MA,Boston,16,176,13,9,11,42,101,5,15
1982,20,05/22/1982,1,MA,Boston,13,174,13,7,10,44,100,5,22
1982,21,05/29/1982,1,MA,Boston,16,194,4,3,14,58,115,5,29
1982,22,06/05/1982,1,MA,Boston,23,164,4,9,12,37,102,6,5
1982,23,06/12/1982,1,MA,Boston,25,178,10,1,9,45,113,6,12
1982,24,06/19/1982,1,MA,Boston,16,138,3,6,6,31,92,6,19
1982,25,06/26/1982,1,MA,Boston,22,212,8,9,10,57,128,6,26
1982,26,07/03/1982,1,MA,Boston,15,190,5,5,10,61,109,7,3
1982,27,07/10/1982,1,MA,Boston,17,169,10,7,13,39,100,7,10
